Day of Week Ending,Lineage Bin,Modeltype,Usa Or Hhsregion,Variant,95CI,Share
"August 21, 2021",VOC,weighted,8,B.1.617.2,98.1-99.8%,0.993669927
"August 28, 2021",VOC,weighted,8,B.1.617.2,NA,1
"June 12, 2021",VOC,weighted,8,B.1.1.7,18.9-51.3%,0.331409603
"June 19, 2021",VOC,weighted,8,B.1.1.7,9.3-43.6%,0.220012411
"June 26, 2021",VOC,weighted,8,B.1.1.7,4.6-30.0%,0.125066534
"July 3, 2021",VOC,weighted,8,B.1.1.7,5.2-9.5%,0.070717782
"July 10, 2021",VOC,weighted,8,B.1.1.7,2.5-9.5%,0.049252190
"July 17, 2021",VOC,weighted,8,B.1.1.7,1.1-4.9%,0.023203269
"July 24, 2021",VOC,weighted,8,B.1.1.7,1.5-3.7%,0.023974868
"July 31, 2021",VOC,weighted,8,B.1.1.7,0.4-3.0%,0.010233825
"August 7, 2021",VOC,weighted,8,B.1.1.7,0.0-0.7%,0.001016703
"August 14, 2021",VOC,weighted,8,B.1.1.7,0.0-1.6%,0.002234872
"August 21, 2021",VOC,weighted,8,B.1.1.7,NA,0
"August 28, 2021",VOC,weighted,8,B.1.1.7,NA,0
"June 12, 2021",VOC,weighted,8,P.1,1.9-9.1%,0.041746009
"June 19, 2021",VOC,weighted,8,P.1,1.7-9.8%,0.041736688
"June 26, 2021",VOC,weighted,8,P.1,2.0-5.5%,0.033533145
"July 3, 2021",VOC,weighted,8,P.1,1.9-6.2%,0.034894548
"July 10, 2021",VOC,weighted,8,P.1,1.0-2.3%,0.015030191
"July 17, 2021",VOC,weighted,8,P.1,0.4-2.4%,0.010151734
"July 24, 2021",VOC,weighted,8,P.1,0.2-4.7%,0.008545492
"July 31, 2021",VOC,weighted,8,P.1,0.0-1.3%,0.001799089
"August 7, 2021",VOC,weighted,8,P.1,0.1-0.8%,0.002337726
"August 14, 2021",VOC,weighted,8,P.1,0.0-0.4%,0.000558718
"August 21, 2021",VOC,weighted,8,P.1,NA,0
"August 28, 2021",VOC,weighted,8,P.1,NA,0
"June 12, 2021",VOC,weighted,8,AY.2,NA,0
"June 19, 2021",VOC,weighted,8,AY.2,0.1-24.5%,0.015345060
"June 26, 2021",VOC,weighted,8,AY.2,0.1-4.0%,0.005647559
"July 3, 2021",VOC,weighted,8,AY.2,0.3-10.2%,0.017781401
"July 10, 2021",VOC,weighted,8,AY.2,0.0-0.8%,0.000826290
"July 17, 2021",VOC,weighted,8,AY.2,0.2-4.7%,0.009176910
"July 24, 2021",VOC,weighted,8,AY.2,0.1-2.3%,0.004085048
"July 31, 2021",VOC,weighted,8,AY.2,0.1-3.0%,0.004047951
"August 7, 2021",VOC,weighted,8,AY.2,0.2-0.7%,0.003693330
"August 14, 2021",VOC,weighted,8,AY.2,0.1-7.1%,0.008236637
"August 21, 2021",VOC,weighted,8,AY.2,0.0-4.0%,0.004048535
"August 28, 2021",VOC,weighted,8,AY.2,NA,0
"June 12, 2021",VOC,weighted,8,AY.1,NA,0
"June 19, 2021",VOC,weighted,8,AY.1,NA,0
"June 26, 2021",VOC,weighted,8,AY.1,NA,0
"July 3, 2021",VOC,weighted,8,AY.1,NA,0
"July 10, 2021",VOC,weighted,8,AY.1,NA,0
"July 17, 2021",VOC,weighted,8,AY.1,NA,0
"July 24, 2021",VOC,weighted,8,AY.1,NA,0
"July 31, 2021",VOC,weighted,8,AY.1,NA,0
"August 7, 2021",VOC,weighted,8,AY.1,0.0-0.2%,0.000338901
"August 14, 2021",VOC,weighted,8,AY.1,0.0-0.8%,0.001117436
"August 21, 2021",VOC,weighted,8,AY.1,NA,0
"August 28, 2021",VOC,weighted,8,AY.1,NA,0
"June 12, 2021",VOC,weighted,8,B.1.351,NA,0
"June 19, 2021",VOC,weighted,8,B.1.351,0.1-35.4%,0.021015212
"June 26, 2021",VOC,weighted,8,B.1.351,NA,0
"July 3, 2021",VOC,weighted,8,B.1.351,NA,0
"July 10, 2021",VOC,weighted,8,B.1.351,NA,0
"July 17, 2021",VOC,weighted,8,B.1.351,NA,0
"July 24, 2021",VOC,weighted,8,B.1.351,NA,0
"July 31, 2021",VOC,weighted,8,B.1.351,NA,0
"August 7, 2021",VOC,weighted,8,B.1.351,0.0-0.4%,0.000677802
"August 14, 2021",VOC,weighted,8,B.1.351,0.0-0.8%,0.001117436
"August 21, 2021",VOC,weighted,8,B.1.351,NA,0
"August 28, 2021",VOC,weighted,8,B.1.351,NA,0
"June 12, 2021",VOC,weighted,9,B.1.617.2,14.7-33.1%,0.225848451
"June 19, 2021",VOC,weighted,9,B.1.617.2,27.4-45.5%,0.359099388
"June 26, 2021",VOC,weighted,9,B.1.617.2,40.9-64.7%,0.529252708
"July 3, 2021",VOC,weighted,9,B.1.617.2,55.2-76.3%,0.665893257
"July 10, 2021",VOC,weighted,9,B.1.617.2,78.6-82.6%,0.806774557
"July 17, 2021",VOC,weighted,9,B.1.617.2,84.3-89.5%,0.871174932
"July 24, 2021",VOC,weighted,9,B.1.617.2,91.5-93.8%,0.927121818
"July 31, 2021",VOC,weighted,9,B.1.617.2,93.3-96.2%,0.949318647
"August 7, 2021",VOC,weighted,9,B.1.617.2,94.8-96.6%,0.957659125
"August 14, 2021",VOC,weighted,9,B.1.617.2,97.3-98.5%,0.979858220
"August 21, 2021",VOC,weighted,9,B.1.617.2,97.3-98.8%,0.982060611
"August 28, 2021",VOC,weighted,9,B.1.617.2,74.9-99.8%,0.973222613
"June 12, 2021",VOC,weighted,9,B.1.1.7,32.7-46.3%,0.393034995
"June 19, 2021",VOC,weighted,9,B.1.1.7,24.0-44.9%,0.336890280
"June 26, 2021",VOC,weighted,9,B.1.1.7,16.0-28.8%,0.217069045
"July 3, 2021",VOC,weighted,9,B.1.1.7,8.7-19.1%,0.130396962
"July 10, 2021",VOC,weighted,9,B.1.1.7,4.9-7.7%,0.061655872
"July 17, 2021",VOC,weighted,9,B.1.1.7,2.5-3.8%,0.030605683
"July 24, 2021",VOC,weighted,9,B.1.1.7,1.2-1.5%,0.013253946
"July 31, 2021",VOC,weighted,9,B.1.1.7,0.4-1.4%,0.007574948
"August 7, 2021",VOC,weighted,9,B.1.1.7,0.2-0.9%,0.004689422
"August 14, 2021",VOC,weighted,9,B.1.1.7,0.1-0.6%,0.002328688
"August 21, 2021",VOC,weighted,9,B.1.1.7,0.0-0.2%,0.000561184
"August 28, 2021",VOC,weighted,9,B.1.1.7,0.0-0.1%,0.000290582
"June 12, 2021",VOC,weighted,9,P.1,6.6-35.0%,0.163792670
"June 19, 2021",VOC,weighted,9,P.1,6.4-17.8%,0.108758032
"June 26, 2021",VOC,weighted,9,P.1,4.1-19.6%,0.092184231
"July 3, 2021",VOC,weighted,9,P.1,3.5-13.0%,0.068806119
"July 10, 2021",VOC,weighted,9,P.1,2.4-7.2%,0.041570567
"July 17, 2021",VOC,weighted,9,P.1,1.0-5.6%,0.024294931
"July 24, 2021",VOC,weighted,9,P.1,0.6-3.1%,0.013792752
"July 31, 2021",VOC,weighted,9,P.1,0.3-0.9%,0.005225260
"August 7, 2021",VOC,weighted,9,P.1,0.2-0.9%,0.004600650
"August 14, 2021",VOC,weighted,9,P.1,0.1-1.0%,0.003270106
"August 21, 2021",VOC,weighted,9,P.1,0.1-0.6%,0.001777082
"August 28, 2021",VOC,weighted,9,P.1,0.0-0.4%,0.001017036
"June 12, 2021",VOC,weighted,9,AY.2,1.7-11.4%,0.044606015
"June 19, 2021",VOC,weighted,9,AY.2,1.8-16.9%,0.057181332
"June 26, 2021",VOC,weighted,9,AY.2,1.8-12.1%,0.048066493
"July 3, 2021",VOC,weighted,9,AY.2,2.2-6.3%,0.037272166
"July 10, 2021",VOC,weighted,9,AY.2,1.3-6.9%,0.030045759
"July 17, 2021",VOC,weighted,9,AY.2,1.9-2.5%,0.021453895
"July 24, 2021",VOC,weighted,9,AY.2,0.7-3.3%,0.015680078
"July 31, 2021",VOC,weighted,9,AY.2,0.4-1.6%,0.007508734
"August 7, 2021",VOC,weighted,9,AY.2,0.5-1.3%,0.008020207
"August 14, 2021",VOC,weighted,9,AY.2,0.4-0.5%,0.004549308
"August 21, 2021",VOC,weighted,9,AY.2,0.3-0.9%,0.005460963
"August 28, 2021",VOC,weighted,9,AY.2,0.1-1.2%,0.003196401
"June 12, 2021",VOC,weighted,9,AY.1,0.1-2.0%,0.003568016
"June 19, 2021",VOC,weighted,9,AY.1,0.1-2.6%,0.004747472
"June 26, 2021",VOC,weighted,9,AY.1,0.1-2.2%,0.004170713
"July 3, 2021",VOC,weighted,9,AY.1,0.1-2.9%,0.006394856
"July 10, 2021",VOC,weighted,9,AY.1,0.1-2.1%,0.005414476
"July 17, 2021",VOC,weighted,9,AY.1,0.1-0.7%,0.002727492
"July 24, 2021",VOC,weighted,9,AY.1,0.1-0.7%,0.002925938
"July 31, 2021",VOC,weighted,9,AY.1,0.2-3.1%,0.007508636
"August 7, 2021",VOC,weighted,9,AY.1,0.3-1.8%,0.007454144
"August 14, 2021",VOC,weighted,9,AY.1,0.2-1.4%,0.005885310
"August 21, 2021",VOC,weighted,9,AY.1,0.1-2.5%,0.005911355
"August 28, 2021",VOC,weighted,9,AY.1,0.1-36.5%,0.021111069
"June 12, 2021",VOC,weighted,9,B.1.351,0.1-0.9%,0.002195463
"June 19, 2021",VOC,weighted,9,B.1.351,0.0-0.3%,0.000527497
"June 26, 2021",VOC,weighted,9,B.1.351,0.0-0.5%,0.000926825
"July 3, 2021",VOC,weighted,9,B.1.351,NA,0
"July 10, 2021",VOC,weighted,9,B.1.351,NA,0
"July 17, 2021",VOC,weighted,9,B.1.351,NA,0
"July 24, 2021",VOC,weighted,9,B.1.351,0.0-0.0%,9.210236021e-05
"July 31, 2021",VOC,weighted,9,B.1.351,NA,0
"August 7, 2021",VOC,weighted,9,B.1.351,NA,0
"August 14, 2021",VOC,weighted,9,B.1.351,NA,0
"August 21, 2021",VOC,weighted,9,B.1.351,NA,0
"August 28, 2021",VOC,weighted,9,B.1.351,NA,0
"June 12, 2021",VOC,weighted,10,B.1.617.2,1.8-50.1%,0.119097866
"June 19, 2021",VOC,weighted,10,B.1.617.2,4.5-46.8%,0.168422550
"June 26, 2021",VOC,weighted,10,B.1.617.2,6.6-75.0%,0.314608693
"July 3, 2021",VOC,weighted,10,B.1.617.2,31.7-73.5%,0.531723976
"July 10, 2021",VOC,weighted,10,B.1.617.2,48.2-86.2%,0.706761718
"July 17, 2021",VOC,weighted,10,B.1.617.2,69.1-89.8%,0.816206515
"July 24, 2021",VOC,weighted,10,B.1.617.2,76.9-96.9%,0.910877347
"July 31, 2021",VOC,weighted,10,B.1.617.2,86.4-98.4%,0.951539338
"August 7, 2021",VOC,weighted,10,B.1.617.2,92.6-98.7%,0.968564153
"August 14, 2021",VOC,weighted,10,B.1.617.2,96.8-99.3%,0.985333741
"August 21, 2021",VOC,weighted,10,B.1.617.2,95.7-99.8%,0.990219116
"August 28, 2021",VOC,weighted,10,B.1.617.2,95.6-99.8%,0.991749942
"June 12, 2021",VOC,weighted,10,B.1.1.7,29.6-75.8%,0.534361482
"June 19, 2021",VOC,weighted,10,B.1.1.7,28.0-70.8%,0.492466629
"June 26, 2021",VOC,weighted,10,B.1.1.7,23.1-55.3%,0.378286868
"July 3, 2021",VOC,weighted,10,B.1.1.7,12.0-47.1%,0.258462995
"July 10, 2021",VOC,weighted,10,B.1.1.7,5.2-36.5%,0.151116103
"July 17, 2021",VOC,weighted,10,B.1.1.7,1.4-32.7%,0.076550566
"July 24, 2021",VOC,weighted,10,B.1.1.7,0.6-18.9%,0.034725610
"July 31, 2021",VOC,weighted,10,B.1.1.7,0.5-7.2%,0.019163275
"August 7, 2021",VOC,weighted,10,B.1.1.7,0.3-3.5%,0.010135982
"August 14, 2021",VOC,weighted,10,B.1.1.7,0.1-1.1%,0.002772168
"August 21, 2021",VOC,weighted,10,B.1.1.7,0.1-1.0%,0.002752841
"August 28, 2021",VOC,weighted,10,B.1.1.7,NA,0
"June 12, 2021",VOC,weighted,10,P.1,9.2-26.3%,0.159475386
"June 19, 2021",VOC,weighted,10,P.1,5.6-23.3%,0.118065506
"June 26, 2021",VOC,weighted,10,P.1,4.5-38.8%,0.147372484
"July 3, 2021",VOC,weighted,10,P.1,4.9-20.8%,0.103723928
"July 10, 2021",VOC,weighted,10,P.1,1.7-13.5%,0.048991229
"July 17, 2021",VOC,weighted,10,P.1,0.3-14.3%,0.022477806
"July 24, 2021",VOC,weighted,10,P.1,0.4-3.8%,0.013179678
"July 31, 2021",VOC,weighted,10,P.1,0.2-2.0%,0.006292560
"August 7, 2021",VOC,weighted,10,P.1,0.1-2.8%,0.004072367
"August 14, 2021",VOC,weighted,10,P.1,0.1-1.6%,0.003519016
"August 21, 2021",VOC,weighted,10,P.1,0.0-0.3%,0.000307617
"August 28, 2021",VOC,weighted,10,P.1,0.1-1.0%,0.002552075
"June 12, 2021",VOC,weighted,10,AY.2,NA,0
"June 19, 2021",VOC,weighted,10,AY.2,0.1-1.7%,0.004135007
"June 26, 2021",VOC,weighted,10,AY.2,NA,0
"July 3, 2021",VOC,weighted,10,AY.2,0.1-9.7%,0.010653574
"July 10, 2021",VOC,weighted,10,AY.2,0.0-4.3%,0.004465745
"July 17, 2021",VOC,weighted,10,AY.2,0.1-8.3%,0.009316041
"July 24, 2021",VOC,weighted,10,AY.2,0.4-3.6%,0.012442627
"July 31, 2021",VOC,weighted,10,AY.2,0.1-8.8%,0.009816624
"August 7, 2021",VOC,weighted,10,AY.2,0.0-1.0%,0.001734585
"August 14, 2021",VOC,weighted,10,AY.2,0.1-1.1%,0.002772168
"August 21, 2021",VOC,weighted,10,AY.2,0.0-3.6%,0.001522375
"August 28, 2021",VOC,weighted,10,AY.2,NA,0
"June 12, 2021",VOC,weighted,10,AY.1,NA,0
"June 19, 2021",VOC,weighted,10,AY.1,NA,0
"June 26, 2021",VOC,weighted,10,AY.1,NA,0
"July 3, 2021",VOC,weighted,10,AY.1,NA,0
"July 10, 2021",VOC,weighted,10,AY.1,NA,0
"July 17, 2021",VOC,weighted,10,AY.1,0.0-1.1%,0.001002024
"July 24, 2021",VOC,weighted,10,AY.1,NA,0
"July 31, 2021",VOC,weighted,10,AY.1,0.0-0.6%,0.000508639
"August 7, 2021",VOC,weighted,10,AY.1,0.0-1.8%,0.001584569
"August 14, 2021",VOC,weighted,10,AY.1,0.0-1.8%,0.000716102
"August 21, 2021",VOC,weighted,10,AY.1,0.0-3.6%,0.001522375
"August 28, 2021",VOC,weighted,10,AY.1,0.0-20.2%,0.004421958
"June 12, 2021",VOC,weighted,10,B.1.351,0.1-2.4%,0.004468893
"June 19, 2021",VOC,weighted,10,B.1.351,0.0-14.2%,0.003874790
"June 26, 2021",VOC,weighted,10,B.1.351,NA,0
"July 3, 2021",VOC,weighted,10,B.1.351,0.0-4.1%,0.004261429
"July 10, 2021",VOC,weighted,10,B.1.351,NA,0
"July 17, 2021",VOC,weighted,10,B.1.351,NA,0
"July 24, 2021",VOC,weighted,10,B.1.351,NA,0
"July 31, 2021",VOC,weighted,10,B.1.351,NA,0
"August 7, 2021",VOC,weighted,10,B.1.351,NA,0
"August 14, 2021",VOC,weighted,10,B.1.351,NA,0
"August 21, 2021",VOC,weighted,10,B.1.351,NA,0
"August 28, 2021",VOC,weighted,10,B.1.351,NA,0
"June 12, 2021",VOC,weighted,USA,B.1.617.2,20.0-32.4%,0.256803572
"June 19, 2021",VOC,weighted,USA,B.1.617.2,28.0-44.2%,0.357249588
"June 26, 2021",VOC,weighted,USA,B.1.617.2,45.4-59.2%,0.523505330
"July 3, 2021",VOC,weighted,USA,B.1.617.2,63.9-73.2%,0.687200546
"July 10, 2021",VOC,weighted,USA,B.1.617.2,78.4-83.7%,0.811986387
"July 17, 2021",VOC,weighted,USA,B.1.617.2,84.7-88.7%,0.868046522
"July 24, 2021",VOC,weighted,USA,B.1.617.2,92.8-94.6%,0.937967062
"July 31, 2021",VOC,weighted,USA,B.1.617.2,95.2-96.5%,0.959153473
"August 7, 2021",VOC,weighted,USA,B.1.617.2,95.4-96.7%,0.960696340
"August 14, 2021",VOC,weighted,USA,B.1.617.2,97.9-98.7%,0.983317792
"August 21, 2021",VOC,weighted,USA,B.1.617.2,98.3-99.0%,0.986925244
"August 28, 2021",VOC,weighted,USA,B.1.617.2,98.8-99.6%,0.993074417
"June 12, 2021",VOC,weighted,USA,B.1.1.7,41.9-50.3%,0.460727364
"June 19, 2021",VOC,weighted,USA,B.1.1.7,34.1-44.3%,0.390723377
"June 26, 2021",VOC,weighted,USA,B.1.1.7,22.4-30.3%,0.261366725
"July 3, 2021",VOC,weighted,USA,B.1.1.7,13.3-18.7%,0.157914713
"July 10, 2021",VOC,weighted,USA,B.1.1.7,6.8-9.1%,0.078568734
"July 17, 2021",VOC,weighted,USA,B.1.1.7,3.8-5.2%,0.044466559
"July 24, 2021",VOC,weighted,USA,B.1.1.7,1.7-2.4%,0.020039063
"July 31, 2021",VOC,weighted,USA,B.1.1.7,0.9-1.3%,0.011074642
"August 7, 2021",VOC,weighted,USA,B.1.1.7,0.5-1.0%,0.006909757
"August 14, 2021",VOC,weighted,USA,B.1.1.7,0.2-0.6%,0.003016261
"August 21, 2021",VOC,weighted,USA,B.1.1.7,0.0-0.2%,0.001098899
"August 28, 2021",VOC,weighted,USA,B.1.1.7,0.0-0.2%,0.000913278
"June 12, 2021",VOC,weighted,USA,P.1,7.6-12.0%,0.095541641
"June 19, 2021",VOC,weighted,USA,P.1,5.2-10.5%,0.074347235
"June 26, 2021",VOC,weighted,USA,P.1,4.9-8.5%,0.064513318
"July 3, 2021",VOC,weighted,USA,P.1,3.7-5.8%,0.046021964
"July 10, 2021",VOC,weighted,USA,P.1,2.3-3.7%,0.028929349
"July 17, 2021",VOC,weighted,USA,P.1,1.5-2.6%,0.019356435
"July 24, 2021",VOC,weighted,USA,P.1,0.6-1.1%,0.008282145
"July 31, 2021",VOC,weighted,USA,P.1,0.4-0.7%,0.005472471
"August 7, 2021",VOC,weighted,USA,P.1,0.3-0.4%,0.003352607
"August 14, 2021",VOC,weighted,USA,P.1,0.1-0.3%,0.001861228
"August 21, 2021",VOC,weighted,USA,P.1,0.0-0.2%,0.000979467
"August 28, 2021",VOC,weighted,USA,P.1,0.1-0.2%,0.000917435
"June 12, 2021",VOC,weighted,USA,AY.2,0.2-2.2%,0.006105606
"June 19, 2021",VOC,weighted,USA,AY.2,0.6-3.2%,0.014286549
"June 26, 2021",VOC,weighted,USA,AY.2,0.6-2.9%,0.012662112
"July 3, 2021",VOC,weighted,USA,AY.2,0.5-2.3%,0.011105556
"July 10, 2021",VOC,weighted,USA,AY.2,0.5-1.7%,0.009258577
"July 17, 2021",VOC,weighted,USA,AY.2,0.4-1.2%,0.006865661
"July 24, 2021",VOC,weighted,USA,AY.2,0.4-0.9%,0.005872783
"July 31, 2021",VOC,weighted,USA,AY.2,0.2-0.5%,0.003359067
"August 7, 2021",VOC,weighted,USA,AY.2,0.1-0.4%,0.002358531
"August 14, 2021",VOC,weighted,USA,AY.2,0.1-0.3%,0.001807040
"August 21, 2021",VOC,weighted,USA,AY.2,0.1-0.2%,0.001100758
"August 28, 2021",VOC,weighted,USA,AY.2,0.0-0.2%,0.000514918
"June 12, 2021",VOC,weighted,USA,AY.1,0.0-0.3%,0.000429958
"June 19, 2021",VOC,weighted,USA,AY.1,0.0-0.4%,0.001102080
"June 26, 2021",VOC,weighted,USA,AY.1,0.0-0.5%,0.000682247
"July 3, 2021",VOC,weighted,USA,AY.1,0.0-0.7%,0.001089415
"July 10, 2021",VOC,weighted,USA,AY.1,0.0-0.5%,0.001354036
"July 17, 2021",VOC,weighted,USA,AY.1,0.0-0.2%,0.000607228
"July 24, 2021",VOC,weighted,USA,AY.1,0.0-0.2%,0.000695186
"July 31, 2021",VOC,weighted,USA,AY.1,0.0-0.4%,0.001226233
"August 7, 2021",VOC,weighted,USA,AY.1,0.1-0.3%,0.001585505
"August 14, 2021",VOC,weighted,USA,AY.1,0.1-0.3%,0.001472377
"August 21, 2021",VOC,weighted,USA,AY.1,0.0-0.2%,0.000913822
"August 28, 2021",VOC,weighted,USA,AY.1,0.1-1.1%,0.002915444
"June 12, 2021",VOC,weighted,USA,B.1.351,0.1-0.3%,0.001393301
"June 19, 2021",VOC,weighted,USA,B.1.351,0.1-0.8%,0.002285886
"June 26, 2021",VOC,weighted,USA,B.1.351,0.0-0.1%,0.000151610
"July 3, 2021",VOC,weighted,USA,B.1.351,0.0-0.1%,0.000353504
"July 10, 2021",VOC,weighted,USA,B.1.351,NA,0
"July 17, 2021",VOC,weighted,USA,B.1.351,0.0-0.1%,0.000307816
"July 24, 2021",VOC,weighted,USA,B.1.351,0.0-0.0%,5.600837176e-05
"July 31, 2021",VOC,weighted,USA,B.1.351,NA,0
"August 7, 2021",VOC,weighted,USA,B.1.351,0.0-0.0%,1.727772360e-05
"August 14, 2021",VOC,weighted,USA,B.1.351,0.0-0.0%,2.770885658e-05
"August 21, 2021",VOC,weighted,USA,B.1.351,NA,0
"August 28, 2021",VOC,weighted,USA,B.1.351,NA,0
"September 4, 2021",VOI,smoothed,1,B.1.526,0.0-2.0%,5.026289000e-05
"September 11, 2021",VOI,smoothed,1,B.1.526,0.0-2.0%,2.322847649e-05
"September 4, 2021",VOI,smoothed,1,B.1.525,0.0-2.0%,5.674888257e-07
"September 11, 2021",VOI,smoothed,1,B.1.525,0.0-2.0%,2.406625867e-07
"September 4, 2021",VOI,smoothed,1,B.1.617.1,0.0-2.0%,1.405818240e-09
"September 11, 2021",VOI,smoothed,1,B.1.617.1,0.0-2.0%,5.132680947e-10
"September 4, 2021",VOI,smoothed,1,B.1.617.3,0.0-2.0%,0
"September 11, 2021",VOI,smoothed,1,B.1.617.3,0.0-2.0%,0
"September 4, 2021",VOI,smoothed,2,B.1.526,0.0-3.6%,3.959827154e-05
"September 11, 2021",VOI,smoothed,2,B.1.526,0.0-3.6%,1.829288158e-05
"September 4, 2021",VOI,smoothed,2,B.1.525,0.0-3.6%,8.959172249e-08
"September 11, 2021",VOI,smoothed,2,B.1.525,0.0-3.6%,3.797972425e-08
"September 4, 2021",VOI,smoothed,2,B.1.617.1,0.0-3.6%,2.345921457e-09
"September 11, 2021",VOI,smoothed,2,B.1.617.1,0.0-3.6%,8.561723552e-10
"September 4, 2021",VOI,smoothed,2,B.1.617.3,0.0-3.6%,0
"September 11, 2021",VOI,smoothed,2,B.1.617.3,0.0-3.6%,0
"September 4, 2021",VOI,smoothed,3,B.1.526,0.0-2.1%,4.934868775e-05
"September 11, 2021",VOI,smoothed,3,B.1.526,0.0-2.1%,2.280091394e-05
"September 4, 2021",VOI,smoothed,3,B.1.525,0.0-2.1%,5.584842029e-07
"September 11, 2021",VOI,smoothed,3,B.1.525,0.0-2.1%,2.367912089e-07
"September 4, 2021",VOI,smoothed,3,B.1.617.1,0.0-2.1%,5.938579406e-09
"September 11, 2021",VOI,smoothed,3,B.1.617.1,0.0-2.1%,2.167709345e-09
"September 4, 2021",VOI,smoothed,3,B.1.617.3,0.0-2.1%,0
"September 11, 2021",VOI,smoothed,3,B.1.617.3,0.0-2.1%,0
"September 4, 2021",VOI,smoothed,4,B.1.526,0.0-1.5%,2.590860095e-05
"September 11, 2021",VOI,smoothed,4,B.1.526,0.0-1.5%,1.197345773e-05
"September 4, 2021",VOI,smoothed,4,B.1.525,0.0-1.5%,9.895416042e-08
"September 11, 2021",VOI,smoothed,4,B.1.525,0.0-1.5%,4.196504833e-08
"September 4, 2021",VOI,smoothed,4,B.1.617.1,0.0-1.5%,2.207857674e-09
"September 11, 2021",VOI,smoothed,4,B.1.617.1,0.0-1.5%,8.060992984e-10
"September 4, 2021",VOI,smoothed,4,B.1.617.3,0.0-1.5%,0
"September 11, 2021",VOI,smoothed,4,B.1.617.3,0.0-1.5%,0
"September 4, 2021",VOI,smoothed,5,B.1.526,0.0-2.0%,1.067770245e-05
"September 11, 2021",VOI,smoothed,5,B.1.526,0.0-2.0%,4.932780939e-06
"September 4, 2021",VOI,smoothed,5,B.1.525,0.0-2.0%,6.042154155e-08
"September 11, 2021",VOI,smoothed,5,B.1.525,0.0-2.0%,2.561437995e-08
"September 4, 2021",VOI,smoothed,5,B.1.617.1,0.0-2.0%,3.556233974e-09
"September 11, 2021",VOI,smoothed,5,B.1.617.1,0.0-2.0%,1.297914776e-09
"September 4, 2021",VOI,smoothed,5,B.1.617.3,0.0-2.0%,0
"September 11, 2021",VOI,smoothed,5,B.1.617.3,0.0-2.0%,0
"September 4, 2021",VOI,smoothed,6,B.1.526,0.0-2.4%,7.189884400e-06
"September 11, 2021",VOI,smoothed,6,B.1.526,0.0-2.4%,3.322106068e-06
"September 4, 2021",VOI,smoothed,6,B.1.525,0.0-2.4%,6.118600027e-08
"September 11, 2021",VOI,smoothed,6,B.1.525,0.0-2.4%,2.594308945e-08
"September 4, 2021",VOI,smoothed,6,B.1.617.1,0.0-2.4%,4.404010934e-09
"September 11, 2021",VOI,smoothed,6,B.1.617.1,0.0-2.4%,1.607614153e-09
"September 4, 2021",VOI,smoothed,6,B.1.617.3,0.0-2.4%,0
"September 11, 2021",VOI,smoothed,6,B.1.617.3,0.0-2.4%,0
"September 4, 2021",VOI,smoothed,7,B.1.526,0.0-3.2%,1.122258141e-06
"September 11, 2021",VOI,smoothed,7,B.1.526,0.0-3.2%,5.180463631e-07
"September 4, 2021",VOI,smoothed,7,B.1.525,0.0-3.2%,4.203895393e-45
"September 11, 2021",VOI,smoothed,7,B.1.525,0.0-3.2%,1.401298464e-45
"September 4, 2021",VOI,smoothed,7,B.1.617.1,0.0-3.2%,0
"September 11, 2021",VOI,smoothed,7,B.1.617.1,0.0-3.2%,0
"September 4, 2021",VOI,smoothed,7,B.1.617.3,0.0-3.2%,0
"September 11, 2021",VOI,smoothed,7,B.1.617.3,0.0-3.2%,0
"September 4, 2021",VOI,smoothed,8,B.1.526,0.0-2.1%,6.130195288e-06
"September 11, 2021",VOI,smoothed,8,B.1.526,0.0-2.1%,2.830401399e-06
"September 4, 2021",VOI,smoothed,8,B.1.525,0.0-2.1%,1.188622711e-08
"September 11, 2021",VOI,smoothed,8,B.1.525,0.0-2.1%,5.036116857e-09
"September 4, 2021",VOI,smoothed,8,B.1.617.1,0.0-2.1%,0
"September 11, 2021",VOI,smoothed,8,B.1.617.1,0.0-2.1%,0
"September 4, 2021",VOI,smoothed,8,B.1.617.3,0.0-2.1%,0
"September 11, 2021",VOI,smoothed,8,B.1.617.3,0.0-2.1%,0
"September 4, 2021",VOI,smoothed,9,B.1.526,0.0-2.7%,8.682044609e-06
"September 11, 2021",VOI,smoothed,9,B.1.526,0.0-2.7%,4.012995305e-06
"September 4, 2021",VOI,smoothed,9,B.1.525,0.0-2.7%,7.671332725e-08
"September 11, 2021",VOI,smoothed,9,B.1.525,0.0-2.7%,3.253834890e-08
"September 4, 2021",VOI,smoothed,9,B.1.617.1,0.0-2.7%,1.684908324e-09
"September 11, 2021",VOI,smoothed,9,B.1.617.1,0.0-2.7%,6.152686138e-10
"September 4, 2021",VOI,smoothed,9,B.1.617.3,0.0-2.7%,0
"September 11, 2021",VOI,smoothed,9,B.1.617.3,0.0-2.7%,0
"September 4, 2021",VOI,smoothed,10,B.1.526,0.0-2.9%,1.845809129e-05
"September 11, 2021",VOI,smoothed,10,B.1.526,0.0-2.9%,8.530081686e-06
"September 4, 2021",VOI,smoothed,10,B.1.525,0.0-2.9%,1.052685263e-07
"September 11, 2021",VOI,smoothed,10,B.1.525,0.0-2.9%,4.464193282e-08
"September 4, 2021",VOI,smoothed,10,B.1.617.1,0.0-2.9%,3.660848957e-09
